Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
482,567.5,9m 27.5s,38.95683832,-95.27491172,P-GPS,1.6,0.5,5.9,1.8,2.1,1.0,1.1,0.5,20.8,6.3,38.95689271,-95.27493322,19,5,58,11.434,0.009,3.816,3.811,3.807,-0.3,0.9,0,-1.3,-12.4,-173.9,186.1,539,1024,1024,1024,1024,,,,,
483,567.6,9m 27.6s,38.95683798,-95.27491075,P-GPS,1.6,0.5,5.9,1.8,2.8,1.2,1.5,0.7,21.0,6.4,38.95689271,-95.27493322,19,5,58,11.434,0.009,3.816,3.811,3.807,-0.3,1.2,0,-1.2,-12.8,-173.9,186.1,538,1024,1024,1024,1024,,,,,
484,567.7,9m 27.7s,38.95683766,-95.27490939,P-GPS,1.3,0.4,5.9,1.8,3.2,1.4,2.1,0.9,21.2,6.5,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.3,1.4,0,-1.3,-13.2,-173.9,186.1,538,1024,1024,1024,1024,,,,,
485,567.8,9m 27.8s,38.95683739,-95.27490784,P-GPS,1.3,0.4,5.9,1.8,3.6,1.6,2.8,1.3,21.4,6.5,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.3,1.6,0,-1.3,-13.6,-174,186,539,1024,1024,1024,1024,,,,,
486,567.9,9m 27.9s,38.95683713,-95.27490593,P-GPS,1.3,0.4,5.9,1.8,4.3,1.9,3.4,1.5,21.7,6.6,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.3,1.9,0,-1.3,-13.2,-174,186,548,1024,1024,1024,1024,,,,,
487,568,9m 28s,38.95683699,-95.27490373,P-GPS,1.3,0.4,6.2,1.9,4.3,1.9,4.0,1.8,22.0,6.7,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.3,2.1,0,-1.3,-12.6,-174,186,553,1024,1024,1024,1024,,,,,
488,568.1,9m 28.1s,38.95683684,-95.27490123,P-GPS,1.3,0.4,6.2,1.9,5.2,2.3,4.6,2.1,22.3,6.8,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.3,2.3,0,-1.5,-11.5,-173.9,186.1,555,1024,1024,1024,1024,,,,,
489,568.2,9m 28.2s,38.95683685,-95.27489849,P-GPS,1.3,0.4,6.2,1.9,5.6,2.5,5.0,2.2,22.6,6.9,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.2,2.5,0,-1.7,-10.6,-173.9,186.1,567,1024,1024,1024,1024,,,,,
490,568.3,9m 28.3s,38.9568368,-95.27489553,P-GPS,1.3,0.4,6.2,1.9,5.8,2.6,5.4,2.4,23.0,7.0,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.2,2.6,0,-1.7,-9.9,-173.9,186.1,744,1024,1024,1024,1024,,,,,
491,568.4,9m 28.4s,38.95683692,-95.27489239,P-GPS,1.3,0.4,6.2,1.9,6.3,2.8,5.9,2.6,23.4,7.1,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.2,2.8,0,-1.7,-8.8,-173.9,186.1,951,1024,1024,1024,1024,,,,,
492,568.5,9m 28.5s,38.95683697,-95.2748891,P-GPS,1.3,0.4,6.2,1.9,6.5,2.9,6.2,2.8,23.9,7.3,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.2,2.9,0,-1.8,-6,-174,186,1024,1024,1024,1024,1024,,,,,
493,568.6,9m 28.6s,38.95683719,-95.27488567,P-GPS,1.3,0.4,6.2,1.9,6.5,2.9,6.5,2.9,24.3,7.4,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.1,2.9,0,-2,-2,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
494,568.7,9m 28.7s,38.95683734,-95.27488222,P-GPS,1.6,0.5,6.6,2.0,6.5,2.9,6.7,3.0,24.8,7.6,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,-0.1,2.9,0,-2.1,1.2,-174.4,185.6,1024,1024,1024,1024,1024,,,,,
495,568.8,9m 28.8s,38.95683767,-95.27487885,P-GPS,1.6,0.5,6.6,2.0,6.3,2.8,6.7,3.0,25.3,7.7,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0,2.8,0,-1.8,13.5,-174.8,185.2,1024,1024,1024,1024,1024,,,,,
496,568.9,9m 28.9s,38.95683794,-95.27487576,P-GPS,1.6,0.5,6.6,2.0,5.6,2.5,6.2,2.8,25.8,7.9,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0,2.5,0,-0.5,13.7,-174.3,185.7,1024,1024,1024,1024,1024,,,,,
497,569,9m 29s,38.95683836,-95.2748731,P-GPS,1.6,0.5,6.6,2.0,4.9,2.2,5.6,2.5,26.2,8.0,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0.1,2.2,0,-1.2,15.2,-174.6,185.4,1024,1024,1024,1024,1024,,,,,
498,569.1,9m 29.1s,38.95683874,-95.27487075,P-GPS,1.6,0.5,6.6,2.0,4.3,1.9,5.0,2.2,26.5,8.1,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0.2,1.9,0,-1.9,15.1,-174.7,185.3,1024,1024,1024,1024,1024,,,,,
499,569.2,9m 29.2s,38.95683921,-95.27486896,P-GPS,1.6,0.5,6.6,2.0,3.6,1.6,4.2,1.9,26.7,8.1,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0.2,1.6,0,-3.1,14.9,-175,185,1024,1024,1024,1024,1024,,,,,
500,569.3,9m 29.3s,38.95683961,-95.27486744,P-GPS,1.6,0.5,6.6,2.0,3.0,1.3,3.4,1.5,26.9,8.2,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0.2,1.3,0,-4.1,14.6,-175.2,184.8,1024,1024,1024,1024,1024,,,,,
501,569.4,9m 29.4s,38.95683995,-95.27486643,P-GPS,1.6,0.5,6.6,2.0,2.3,1.0,2.6,1.2,27.0,8.2,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0.2,1,0,-4.8,14.4,-175.1,184.9,1024,1024,1024,1024,1024,,,,,
502,569.5,9m 29.5s,38.95684022,-95.27486562,P-GPS,1.6,0.5,6.9,2.1,1.6,0.7,1.8,0.8,27.1,8.3,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0.2,0.7,0,-5.7,14.1,-175.1,184.9,1024,1024,1024,1024,1024,,,,,
503,569.6,9m 29.6s,38.95684029,-95.27486524,P-GPS,1.6,0.5,6.9,2.1,1.1,0.5,1.1,0.5,27.2,8.3,38.95689271,-95.27493322,19,5,58,11.419,0.009,3.811,3.806,3.802,0.1,0.5,0,-5.1,10.9,-174.6,185.4,1024,1024,1024,1024,1024,,,,,
504,569.7,9m 29.7s,38.95684032,-95.27486499,P-GPS,1.6,0.5,6.9,2.1,0.7,0.3,0.0,0.0,27.2,8.3,38.95689271,-95.27493322,19,5,58,11.417,0.007,3.809,3.806,3.802,0,0.3,0,-4.5,8.3,-174.5,185.5,1024,1018,1024,1024,1024,,,,,
505,569.8,9m 29.8s,38.95684007,-95.27486496,P-GPS,1.6,0.5,6.9,2.1,0.7,0.3,0.0,0.0,27.3,8.3,38.95689271,-95.27493322,19,5,58,11.417,0.007,3.809,3.806,3.802,0,0.1,0,-3.9,6,-174.4,185.6,1024,820,1024,1024,1024,,,,,
506,569.9,9m 29.9s,38.95683984,-95.27486496,P-GPS,1.6,0.5,6.9,2.1,0.2,0.1,0.0,0.0,27.3,8.3,38.95689271,-95.27493322,19,5,58,11.417,0.007,3.809,3.806,3.802,0,0.1,0,-3.2,3.7,-174.2,185.8,1024,685,1024,1024,1024,,,,,
507,570,9m 30s,38.95683938,-95.27486498,P-GPS,1.6,0.5,6.9,2.1,0.2,0.1,0.0,0.0,27.4,8.4,38.95689271,-95.27493322,19,5,58,11.417,0.007,3.809,3.806,3.802,0,0,0,-1.4,1.3,-174.1,185.9,1022,615,1024,1024,1024,,,,,
508,570.1,9m 30.1s,38.95683902,-95.27486496,P-GPS,1.6,0.5,6.9,2.1,0.2,0.1,0.0,0.0,27.5,8.4,38.95689271,-95.27493322,19,5,58,11.417,0.007,3.809,3.806,3.802,-0.1,0,0,1.8,1,-174.1,185.9,1022,615,1024,1024,1024,,,,,
509,570.2,9m 30.2s,38.95683855,-95.27486481,P-GPS,1.6,0.5,6.9,2.1,0.0,0.0,1.1,0.5,27.7,8.4,38.95689271,-95.27493322,19,5,58,11.417,0.007,3.809,3.806,3.802,0,0,0,4.7,0.8,-174.1,185.9,1021,615,1024,1024,1024,,,,,
510,570.3,9m 30.3s,38.95683827,-95.27486462,P-GPS,1.6,0.5,6.9,2.1,0.2,0.1,0.0,0.0,27.8,8.5,38.95689271,-95.27493322,19,5,58,11.417,0.007,3.809,3.806,3.802,0,0.1,0,5.7,0.4,-174,186,1022,614,1024,1024,1024,,,,,
511,570.4,9m 30.4s,38.95683798,-95.27486431,P-GPS,1.6,0.5,6.9,2.1,0.3,0.1,0.0,0.0,27.9,8.5,38.95689271,-95.27493322,19,5,58,11.42,0.009,3.811,3.807,3.802,0.1,0.1,0,6.4,0.4,-174,186,1020,540,1024,1024,1024,,,,,
512,570.5,9m 30.5s,38.95683792,-95.27486402,P-GPS,1.6,0.5,6.9,2.1,0.5,0.2,0.0,0.0,28.0,8.5,38.95689271,-95.27493322,19,5,58,11.42,0.009,3.811,3.807,3.802,0.2,0.1,0,7.1,0.7,-174.1,185.9,1019,517,1024,1024,1024,,,,,
513,570.6,9m 30.6s,38.95683794,-95.2748636,P-GPS,1.6,0.5,6.9,2.1,1.0,0.5,0.0,0.0,28.1,8.6,38.95689271,-95.27493322,19,5,58,11.42,0.009,3.811,3.807,3.802,0.4,0.2,0,9.9,0.7,-174,186,1021,510,1024,1024,1024,,,,,
514,570.7,9m 30.7s,38.95683821,-95.27486322,P-GPS,1.6,0.5,6.9,2.1,1.4,0.6,1.1,0.5,28.1,8.6,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,0.6,0.2,0,11.7,0.9,-174,186,1022,511,1024,1024,1024,,,,,
515,570.8,9m 30.8s,38.95683869,-95.27486279,P-GPS,1.6,0.5,6.9,2.1,1.8,0.8,1.5,0.7,28.1,8.6,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,0.8,0.2,0,12.9,0.9,-174,186,1024,674,1024,1024,1024,,,,,
516,570.9,9m 30.9s,38.95683945,-95.27486241,P-GPS,1.6,0.5,6.9,2.1,2.3,1.0,2.1,0.9,27.9,8.5,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,1,0.2,0,13.4,0.8,-173.9,186.1,1024,786,1024,1024,1024,,,,,
517,571,9m 31s,38.95684047,-95.27486206,P-GPS,1.6,0.5,6.9,2.1,3.0,1.3,2.1,0.9,27.8,8.5,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,1.3,0.2,0,9.1,1,-174,186,1024,794,1024,1024,1024,,,,,
518,571.1,9m 31.1s,38.9568417,-95.27486173,P-GPS,1.6,0.5,6.9,2.1,3.2,1.4,3.0,1.3,27.5,8.4,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,1.4,0.2,0,5.7,0.8,-173.9,186.1,1024,992,1024,1024,1024,,,,,
519,571.2,9m 31.2s,38.9568431,-95.27486153,P-GPS,1.6,0.5,6.9,2.1,3.4,1.5,3.4,1.5,27.2,8.3,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,1.5,0.2,0,4.3,0.7,-173.9,186.1,1024,1024,1024,1024,1024,,,,,
520,571.3,9m 31.3s,38.95684458,-95.27486134,P-GPS,1.6,0.5,6.9,2.1,3.6,1.6,3.7,1.6,26.9,8.2,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,1.6,0.2,0,1.5,0.8,-173.8,186.2,1024,1024,1024,1024,1024,,,,,
521,571.4,9m 31.4s,38.95684613,-95.27486129,P-GPS,1.6,0.5,6.9,2.1,3.6,1.6,3.8,1.7,26.6,8.1,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,1.6,0.2,0,-8.8,1.2,-173.9,186.1,1024,1024,1024,1024,1024,,,,,
522,571.5,9m 31.5s,38.95684757,-95.27486122,P-GPS,1.6,0.5,6.9,2.1,3.6,1.6,3.7,1.6,26.2,8.0,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,1.4,0.2,0,-14,1.3,-174,186,1024,1024,1024,1024,1024,,,,,
523,571.6,9m 31.6s,38.95684876,-95.27486131,P-GPS,1.6,0.5,6.9,2.1,2.5,1.1,3.4,1.5,25.9,7.9,38.95689271,-95.27493322,19,5,57,11.42,0.009,3.811,3.807,3.802,1.1,0.1,0,-14.9,1.2,-173.9,186.1,1024,1024,1024,1024,1024,,,,,
524,571.7,9m 31.7s,38.95684971,-95.27486137,P-GPS,1.6,0.5,6.6,2.0,2.0,0.9,2.6,1.2,25.7,7.8,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.9,0.1,0,-15.2,1.3,-174,186,1024,1024,1024,1024,1024,,,,,
525,571.8,9m 31.8s,38.95685035,-95.27486158,P-GPS,1.6,0.5,6.6,2.0,1.6,0.7,1.5,0.7,25.5,7.8,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.7,0.1,0,-14.4,1.2,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
526,571.9,9m 31.9s,38.95685078,-95.27486175,P-GPS,1.6,0.5,6.6,2.0,1.1,0.5,1.5,0.7,25.4,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.5,0.1,0,-11,0.7,-174,186,1115,1024,1024,1024,1024,,,,,
527,572,9m 32s,38.9568509,-95.27486194,P-GPS,1.6,0.5,6.2,1.9,0.7,0.3,0.0,0.0,25.3,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.3,0.1,0,-8.5,0.7,-174.1,185.9,1234,1024,1024,1024,1024,,,,,
528,572.1,9m 32.1s,38.95685095,-95.27486207,P-GPS,1.6,0.5,6.2,1.9,0.5,0.2,0.0,0.0,25.3,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.2,0.1,0,-4.3,0.7,-174.1,185.9,1271,1024,1024,1024,1024,,,,,
529,572.2,9m 32.2s,38.95685089,-95.27486211,P-GPS,1.6,0.5,6.2,1.9,0.3,0.1,0.0,0.0,25.3,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.1,0.1,0,-3.2,2.1,-174.1,185.9,1325,1024,1024,1024,1024,,,,,
530,572.3,9m 32.3s,38.95685086,-95.27486214,P-GPS,1.6,0.5,6.2,1.9,0.3,0.1,0.0,0.0,25.3,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.1,0.1,0,-2.9,2.8,-174.1,185.9,1375,1024,1024,1024,1024,,,,,
531,572.4,9m 32.4s,38.95685081,-95.27486205,P-GPS,1.6,0.5,6.2,1.9,0.3,0.1,0.0,0.0,25.3,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.1,0.1,0,-2.7,4.5,-174.1,185.9,1384,1024,1024,1024,1024,,,,,
532,572.5,9m 32.5s,38.95685079,-95.27486204,P-GPS,1.6,0.5,6.2,1.9,0.2,0.1,0.0,0.0,25.3,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0,0.1,0,-2.4,6,-174,186,1442,1024,1024,1024,1024,,,,,
533,572.6,9m 32.6s,38.95685083,-95.27486204,P-GPS,1.6,0.5,6.2,1.9,0.2,0.1,0.0,0.0,25.3,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.1,0,0,-2.3,7,-174.1,185.9,1467,1024,1024,1024,1024,,,,,
534,572.7,9m 32.7s,38.95685091,-95.27486221,P-GPS,1.6,0.5,6.2,1.9,0.2,0.1,0.0,0.0,25.3,7.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.1,0,0,-2.3,8.9,-174.1,185.9,1488,1024,1024,1024,1024,,,,,
535,572.8,9m 32.8s,38.95685102,-95.27486243,P-GPS,1.6,0.5,5.9,1.8,0.5,0.2,0.0,0.0,25.2,7.7,38.95689271,-95.27493322,18,5,57,11.415,0.009,3.809,3.806,3.8,0.1,-0.2,0,-2.3,10.6,-174.1,185.9,1493,1024,1024,1024,1024,,,,,
536,572.9,9m 32.9s,38.95685113,-95.27486291,P-GPS,1.6,0.5,5.9,1.8,0.9,0.4,1.1,0.5,25.1,7.6,38.95689271,-95.27493322,18,5,57,11.415,0.009,3.809,3.806,3.8,0.1,-0.4,0,-2.3,12.1,-174,186,1522,1024,1024,1024,1024,,,,,
537,573,9m 33s,38.95685125,-95.2748636,P-GPS,1.6,0.5,5.9,1.8,1.4,0.6,1.5,0.7,24.9,7.6,38.95689271,-95.27493322,18,5,57,11.415,0.009,3.809,3.806,3.8,0.1,-0.6,0,-2.2,12.9,-174.1,185.9,1521,1024,1024,1024,1024,,,,,
538,573.1,9m 33.1s,38.95685138,-95.2748646,P-GPS,1.6,0.5,5.9,1.8,1.6,0.7,1.5,0.7,24.6,7.5,38.95689271,-95.27493322,18,5,57,11.415,0.009,3.809,3.806,3.8,0.2,-0.7,0,-2,14.5,-174.1,185.9,1522,1024,1024,1024,1024,,,,,
539,573.2,9m 33.2s,38.95685147,-95.27486586,P-GPS,1.6,0.5,5.9,1.8,1.6,0.7,2.1,0.9,24.3,7.4,38.95689271,-95.27493322,18,5,57,11.415,0.009,3.809,3.806,3.8,0.2,-1,0,-1.9,14.9,-174.2,185.8,1522,1024,1024,1024,1024,,,,,
540,573.3,9m 33.3s,38.95685158,-95.27486743,P-GPS,1.6,0.5,5.9,1.8,2.7,1.2,2.8,1.3,23.9,7.3,38.95689271,-95.27493322,18,5,57,11.415,0.009,3.809,3.806,3.8,0.2,-1.2,0,-1.9,15.4,-174.3,185.7,1522,1024,1024,1024,1024,,,,,
541,573.4,9m 33.4s,38.95685165,-95.27486932,P-GPS,1.6,0.5,5.9,1.8,3.4,1.5,3.4,1.5,23.5,7.2,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.3,-1.5,0,-2.2,15.6,-174.5,185.5,1522,1024,1024,1024,1024,,,,,
542,573.5,9m 33.5s,38.95685177,-95.27487149,P-GPS,1.6,0.5,5.9,1.8,3.9,1.7,4.0,1.8,23.0,7.0,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.3,-1.7,0,-2.4,15.5,-174.5,185.5,1517,1024,1024,1024,1024,,,,,
543,573.6,9m 33.6s,38.95685183,-95.27487395,P-GPS,1.6,0.5,5.9,1.8,4.3,1.9,4.5,2.0,22.5,6.9,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.3,-1.9,0,-2.7,15.4,-174.6,185.4,1503,1024,1024,1024,1024,,,,,
544,573.7,9m 33.7s,38.95685193,-95.27487665,P-GPS,1.6,0.5,5.9,1.8,5.0,2.2,5.0,2.2,21.9,6.7,38.95689271,-95.27493322,19,5,57,11.415,0.009,3.809,3.806,3.8,0.3,-2.2,0,-2.7,14.6,-174.7,185.3,1102,1024,1024,1024,1024,,,,,
545,573.8,9m 33.8s,38.95685189,-95.27487961,P-GPS,1.6,0.5,5.9,1.8,5.4,2.4,5.6,2.5,21.3,6.5,38.95689271,-95.27493322,19,5,57,11.417,0.009,3.81,3.806,3.801,0.4,-2.4,0,-2.7,13.4,-174.8,185.2,1024,1024,1024,1024,1024,,,,,
546,573.9,9m 33.9s,38.95685189,-95.27488278,P-GPS,1.6,0.5,5.9,1.8,5.6,2.5,6.0,2.7,20.7,6.3,38.95689271,-95.27493322,19,5,57,11.417,0.009,3.81,3.806,3.801,0.3,-2.5,0,-3.1,7.4,-174.7,185.3,1024,1024,1024,1024,1024,,,,,
547,574,9m 34s,38.95685175,-95.27488606,P-GPS,1.6,0.5,5.9,1.8,5.9,2.6,6.3,2.8,20.1,6.1,38.95689271,-95.27493322,19,5,57,11.417,0.009,3.81,3.806,3.801,0.3,-2.6,0,-3.1,-2.1,-174.2,185.8,1024,1024,1024,1024,1024,,,,,
548,574.1,9m 34.1s,38.95685166,-95.2748893,P-GPS,1.6,0.5,5.6,1.7,5.9,2.6,6.4,2.8,19.5,5.9,38.95689271,-95.27493322,19,5,57,11.417,0.009,3.81,3.806,3.801,0.3,-2.6,0,-2.2,-13.1,-173.9,186.1,1024,1024,1024,1024,1024,,,,,
549,574.2,9m 34.2s,38.95685141,-95.27489216,P-GPS,1.6,0.5,5.6,1.7,5.0,2.2,5.8,2.6,19.0,5.8,38.95689271,-95.27493322,19,5,57,11.417,0.009,3.81,3.806,3.801,0.3,-2.2,0.1,0,-14.1,-174.4,185.6,1024,1024,1024,1024,1024,,,,,
550,574.3,9m 34.3s,38.95685123,-95.27489468,P-GPS,1.6,0.5,5.6,1.7,4.1,1.8,5.2,2.3,18.7,5.7,38.95689271,-95.27493322,19,5,57,11.417,0.009,3.81,3.806,3.801,0.3,-1.8,0,-1.5,-15.4,-174.1,185.9,1024,1024,1024,1024,1024,,,,,
551,574.4,9m 34.4s,38.95685097,-95.27489665,P-GPS,1.6,0.5,5.2,1.6,3.4,1.5,4.2,1.9,18.4,5.6,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.3,-1.5,0,-2.6,-14.7,-174,186,1024,1024,1024,1024,1024,,,,,
552,574.5,9m 34.5s,38.95685076,-95.27489825,P-GPS,1.6,0.5,5.2,1.6,3.0,1.3,3.4,1.5,18.2,5.6,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.3,-1.3,0,-3.4,-14.5,-173.8,186.2,1024,1024,1024,1024,1024,,,,,
553,574.6,9m 34.6s,38.95685053,-95.27489929,P-GPS,1.6,0.5,5.2,1.6,2.3,1.0,2.6,1.2,18.1,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.2,-1,0,-4.2,-14.4,-173.5,186.5,1024,1024,1024,1024,1024,,,,,
554,574.7,9m 34.7s,38.95685031,-95.27490009,P-GPS,1.6,0.5,5.2,1.6,1.6,0.7,2.1,0.9,18.1,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.2,-0.7,0,-4,-11.5,-173.7,186.3,1024,1024,1024,1024,1024,,,,,
555,574.8,9m 34.8s,38.95685013,-95.27490046,P-GPS,1.6,0.5,5.2,1.6,1.2,0.5,1.1,0.5,18.1,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.2,-0.5,0,-3.5,-8.6,-173.8,186.2,1024,1024,1024,1024,1024,,,,,
556,574.9,9m 34.9s,38.95684993,-95.27490072,P-GPS,1.6,0.5,5.2,1.6,1.0,0.5,1.5,0.7,18.1,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.2,-0.4,0,-3.2,-6.3,-174,186,1024,1024,1024,1024,1141,,,,,
557,575,9m 35s,38.95684989,-95.27490075,P-GPS,1.3,0.4,5.2,1.6,1.0,0.5,1.1,0.5,18.1,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.2,-0.3,0,-3.1,-4.8,-174.1,185.9,1024,1024,1024,1024,1249,,,,,
558,575.1,9m 35.1s,38.9568498,-95.27490078,P-GPS,1.3,0.4,5.2,1.6,0.6,0.3,0.0,0.0,18.2,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.2,-0.2,0,-3.1,-3.5,-174.2,185.8,1024,1024,1024,1024,1321,,,,,
559,575.2,9m 35.2s,38.95684989,-95.2749007,P-GPS,1.3,0.4,4.9,1.5,0.6,0.3,1.1,0.5,18.1,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.1,-0.2,0,-2.9,-2.4,-174.2,185.8,1024,1024,1024,1024,1322,,,,,
560,575.3,9m 35.3s,38.95684989,-95.27490066,P-GPS,1.3,0.4,4.9,1.5,0.3,0.1,0.0,0.0,18.1,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.1,-0.1,-0.2,-2.7,-1.6,-174.1,185.9,1024,1024,1024,1024,1324,,,,,
561,575.4,9m 35.4s,38.9568501,-95.27490065,P-GPS,1.6,0.5,5.2,1.6,0.3,0.1,0.0,0.0,18.1,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.1,-0.1,-0.4,-2.8,-1,-174.1,185.9,1024,1024,1024,1024,1324,,,,,
562,575.5,9m 35.5s,38.9568502,-95.27490067,P-GPS,1.6,0.5,5.6,1.7,0.3,0.1,0.0,0.0,18.0,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0.1,-0.1,-0.6,-2.9,-1.2,-174.2,185.8,1024,1024,1024,1024,1304,,,,,
563,575.6,9m 35.6s,38.95685042,-95.27490071,P-GPS,2.0,0.6,5.6,1.7,0.0,0.0,0.0,0.0,18.0,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0,0,-0.7,-2.8,-0.9,-174.2,185.8,1024,1024,1024,1024,1281,,,,,
564,575.7,9m 35.7s,38.95685053,-95.27490072,P-GPS,2.3,0.7,5.9,1.8,0.0,0.0,0.0,0.0,17.9,5.5,38.95689271,-95.27493322,19,5,57,11.401,0.015,3.807,3.802,3.792,0,0,-0.8,-2.6,-0.6,-174.3,185.7,1024,1024,1024,1024,1267,,,,,
565,575.8,9m 35.8s,38.95685074,-95.27490076,P-GPS,2.6,0.8,5.9,1.8,0.0,0.0,0.0,0.0,17.9,5.4,38.95689271,-95.27493322,19,5,57,11.386,0.008,3.799,3.796,3.791,0,0,-0.8,-2.4,-0.6,-174.4,185.6,1024,1024,1024,1024,1269,,,,,
566,575.9,9m 35.9s,38.95685086,-95.27490076,P-GPS,3.0,0.9,6.2,1.9,0.0,0.0,0.0,0.0,17.8,5.4,38.95689271,-95.27493322,19,5,57,11.386,0.008,3.799,3.796,3.791,0,0,-0.6,-2.3,-0.4,-174.4,185.6,1024,1024,1024,1024,1268,,,,,
567,576,9m 36s,38.95685106,-95.2749008,P-GPS,3.0,0.9,6.6,2.0,0.0,0.0,1.1,0.5,17.8,5.4,38.95689271,-95.27493322,19,5,57,11.386,0.008,3.799,3.796,3.791,0,0,-0.5,-2.3,-0.1,-174.3,185.7,1024,1024,1024,1024,1267,,,,,
