Altitude,Speed,Battery,Wind Speed,GPS Signal,Obstacle Distance,Motor Health,IMU Stability,Temperature,Crash
123,30,10,4,-43,30,82,0.07518241884083776,45,0
140,41,96,22,-87,27,91,0.03248553357514272,10,0
273,36,22,24,-89,45,55,0.6067532311109528,22,0
198,20,70,9,-43,40,50,0.20815677929302168,49,0
52,18,93,18,-95,46,72,0.5541818476758286,16,0
209,40,43,11,-90,28,55,0.603467038261854,10,0
122,10,20,0,-61,21,62,0.037757525094880284,33,1
70,31,45,22,-46,38,97,0.013945005219364703,44,0
108,47,2,0,-78,2,62,0.014152015866904288,48,0
236,41,56,22,-56,9,53,0.4339612470019125,31,0
192,23,53,1,-48,14,56,0.0958985721782537,19,0
220,13,81,11,-95,27,56,0.49901874990061346,54,0
162,43,38,15,-100,44,78,0.37074422812962915,14,0
276,15,20,8,-51,11,55,0.7314686009491338,14,0
66,48,8,6,-49,4,64,0.08835815297322835,51,0
186,9,50,4,-68,43,55,0.727833818606235,31,0
74,24,16,20,-42,7,91,0.34186378240940074,30,0
292,6,45,22,-100,41,62,0.7201273308481093,21,0
137,17,74,15,-68,48,97,0.4877465899907423,18,1
25,37,84,12,-42,49,81,0.8169703893961323,51,0
98,29,98,3,-61,20,74,0.495886644174631,22,0
222,3,99,3,-57,20,50,0.8518020143360476,12,0
261,15,62,15,-66,38,56,0.11498759793868829,32,0
77,19,23,0,-72,34,55,0.5587468311004643,46,0
56,21,59,11,-95,30,67,0.19358548007252152,36,0
109,32,58,19,-96,29,81,0.11362008812749991,56,0
71,22,3,18,-49,33,83,0.5314372821306614,54,1
165,10,56,22,-53,12,89,0.04009342338654531,54,0
198,20,43,11,-46,2,97,0.8739607648812758,10,0
201,11,27,6,-60,21,76,0.3759135347051783,19,0
10,21,30,19,-48,28,75,0.20496834074692705,44,0
239,47,90,6,-63,20,64,0.30793386588526817,33,0
123,17,96,15,-100,44,55,0.9524720957664607,59,0
213,32,81,23,-84,22,93,0.79064463444142,47,0
282,25,85,6,-51,8,64,0.853094552995215,16,0
203,24,99,19,-79,32,66,0.7976034476441048,55,0
133,47,35,19,-82,40,90,0.3579954407557506,33,0
31,21,36,2,-45,45,90,0.34344520877706197,11,0
130,36,35,2,-56,32,86,0.1693848690877131,52,0
143,36,73,16,-95,6,90,0.9559869634160696,17,0
217,1,98,11,-62,21,87,0.8386225726454656,11,0
292,13,63,11,-49,33,52,0.9963800604264961,33,0
114,1,51,15,-99,45,94,0.8502268282722207,38,0
292,49,66,2,-87,21,75,0.5232228047004301,29,0
52,16,26,20,-44,12,94,0.7094921069148595,36,0
18,7,34,7,-52,3,54,0.15279859543745222,54,0
260,41,89,16,-70,38,60,0.8768968342001952,56,0
171,11,50,1,-69,46,94,0.547517343848133,22,0
189,1,42,18,-72,13,93,0.49397733733839466,46,0
102,20,21,22,-52,40,76,0.14305870028076906,48,0
95,13,24,5,-89,23,73,0.6238694886780309,46,0
41,28,28,17,-49,29,67,0.41376703012149485,32,0
201,3,67,22,-78,31,93,0.8142220188201974,53,0
176,25,28,24,-45,14,51,0.7816241351401296,23,0
283,47,29,21,-99,43,72,0.5996165574248798,37,0
227,16,29,1,-76,34,55,0.21970778061018925,29,0
78,43,49,9,-55,25,91,0.9529091594912497,25,0
64,32,32,14,-78,10,61,0.9455193021028783,47,0
41,29,65,4,-67,27,90,0.10942273301417937,27,0
121,44,70,13,-99,16,50,0.2842973804303175,57,0
65,26,21,5,-86,14,93,0.9604701711986373,21,0
106,13,59,19,-54,22,82,0.9966031419666586,42,0
51,27,91,16,-76,37,64,0.9754944848976749,43,0
94,45,16,10,-46,42,60,0.9604552955281165,59,0
175,5,65,14,-63,30,67,0.7687341080573005,58,0
180,12,29,4,-47,30,82,0.4946825523425701,55,0
121,27,53,23,-45,49,58,0.8785854705267103,35,1
230,29,53,8,-100,26,97,0.3847609405285204,26,0
194,47,40,24,-52,26,94,0.054263899352099076,25,0
117,19,1,4,-91,17,72,0.6246819749223915,46,0
100,48,82,11,-71,5,80,0.6678603583712924,55,0
68,49,80,7,-65,15,72,0.8323772000089125,33,0
19,49,93,15,-55,29,87,0.025713897153036402,21,0
148,44,52,7,-69,32,61,0.29362977981380256,52,0
173,30,92,17,-56,46,64,0.5802311005244354,40,0
105,30,52,2,-56,21,82,0.4007837986140993,13,0
74,28,21,23,-75,28,75,0.4032092006829432,17,1
154,13,21,10,-96,32,96,0.6608669295614361,38,0
179,22,58,17,-85,24,53,0.868345535726122,48,0
105,1,14,17,-43,17,68,0.40031174879215914,42,0
194,4,17,7,-46,11,79,0.5939944501723181,30,0
50,9,23,7,-92,19,95,0.2973256649723838,27,0
120,30,13,15,-99,30,60,0.12140573429727053,11,0
112,13,47,6,-57,19,51,0.17498955031315389,25,0
175,11,67,3,-62,39,86,0.20853943437373146,23,0
236,10,36,5,-49,18,57,0.4758504048877875,21,0
172,24,43,4,-73,18,72,0.7876261212734688,26,0
195,7,97,4,-51,35,77,0.6830017649101596,39,1
67,23,87,11,-52,30,83,0.8174446603587485,52,0
250,20,30,4,-74,28,78,0.8318092579093489,41,0
285,15,91,17,-43,11,87,0.06088777778663956,45,0
183,26,50,0,-62,25,98,0.07024212400974372,33,1
135,10,23,6,-94,36,82,0.2128994759792986,50,0
107,20,89,8,-53,18,67,0.8111649209857109,54,0
219,31,99,10,-42,15,68,0.9748818386957946,19,0
131,14,19,20,-45,21,82,0.15440639728639383,20,0
92,38,69,7,-70,33,58,0.6821423142107663,55,0
208,10,86,14,-41,20,82,0.5357628819232481,44,0
248,45,37,4,-46,38,86,0.4590958747362628,52,0
36,38,84,0,-43,36,94,0.5641885245186115,45,0
144,31,34,24,-51,49,96,0.901462668023193,30,0
19,46,23,22,-92,49,57,0.20803307742834531,45,0
153,21,90,13,-66,18,82,0.1685646849732767,58,0
227,5,98,11,-54,3,70,0.9798835434820437,40,0
214,26,65,12,-97,19,95,0.12272861141335378,58,0
68,8,8,16,-59,17,87,0.33102994991592916,17,0
186,35,68,12,-66,27,50,0.9738761406424598,13,0
87,1,35,1,-53,6,90,0.6905850981867732,13,0
125,32,22,18,-78,4,90,0.25465953224130966,32,0
80,40,93,22,-79,40,70,0.12136771408572877,15,0
160,7,9,7,-93,47,53,0.9638857041193551,29,0
43,7,31,22,-64,46,74,0.8937579482468866,23,0
256,10,88,4,-80,49,82,0.744161733500866,42,0
230,40,89,16,-87,9,67,0.3668314662844143,12,0
169,29,67,2,-69,7,76,0.2949472518237314,22,0
137,24,53,19,-55,34,53,0.7755735044204497,28,0
128,37,98,0,-79,37,60,0.9393303559950846,13,0
58,33,17,13,-43,32,58,0.8807294908866942,19,0
43,42,52,11,-52,7,71,0.6992021272551888,32,0
195,23,59,3,-98,5,80,0.8035527429690397,36,0
101,18,52,1,-86,13,68,0.9082190800395464,50,0
197,12,47,14,-62,26,50,0.5718347672023759,45,0
73,33,92,1,-68,21,51,0.32346723366512165,50,0
187,42,89,18,-51,32,56,0.10521810838501444,14,0
103,2,56,24,-81,33,62,0.5467805998154069,31,0
95,43,49,3,-83,17,72,0.3772924575872453,58,0
274,24,76,23,-92,13,93,0.7234337431727491,53,0
248,33,2,6,-98,26,73,0.44431967922919346,31,0
211,12,54,8,-77,36,50,0.8795145497916698,21,0
118,47,80,10,-43,36,66,0.30493147931429343,53,1
94,7,1,12,-68,14,93,0.16253490200299403,44,0
75,41,56,5,-82,7,89,0.08626157045863325,51,0
269,16,96,24,-50,35,94,0.9026102603769172,58,0
70,24,10,21,-48,34,80,0.16674684067541,29,0
299,20,35,21,-50,16,70,0.9692415119372285,49,0
201,32,48,10,-93,38,60,0.4903010476729155,38,0
32,29,4,1,-88,37,74,0.9778127704783072,52,0
62,43,81,17,-50,28,82,0.015634938740969884,54,0
37,38,70,14,-48,40,60,0.809406041148959,57,0
166,45,39,12,-47,27,89,0.20383023849246695,51,0
146,26,11,21,-62,26,92,0.8470996849495204,52,0
92,6,59,24,-65,12,92,0.7780720208613167,15,0
39,46,96,3,-66,9,75,0.17445335742662704,12,1
10,20,83,4,-49,2,94,0.18021903138699813,43,0
129,30,72,2,-83,47,86,0.47291853476352874,17,0
31,39,9,3,-69,8,55,0.6296913211792473,47,1
120,15,21,8,-58,28,79,0.9102126375646497,54,0
257,42,90,7,-41,28,94,0.37564629734098687,12,0
270,7,39,20,-67,3,90,0.5306349741899121,40,0
186,21,7,8,-89,4,73,0.7426367592766261,30,0
123,40,87,6,-84,5,66,0.09906905417722778,40,0
167,29,61,18,-46,25,81,0.6187257692712994,45,0
244,8,23,19,-77,17,62,0.5149381993673764,39,0
115,49,55,14,-85,8,66,0.9673055463053443,41,0
100,9,69,10,-87,3,61,0.6381490004088887,51,0
204,33,43,11,-53,40,81,0.1703926168921005,18,0
28,44,49,22,-96,20,54,0.6359148552181985,30,0
154,46,31,10,-79,38,84,0.6587447572889462,19,0
69,3,34,2,-60,19,55,0.9456662897217419,47,0
39,45,91,24,-69,34,93,0.25926312876880975,28,1
259,21,61,4,-74,38,84,0.4206157726008547,18,0
161,20,15,14,-55,5,55,0.13563104034975937,28,0
242,41,80,23,-89,19,55,0.6380547207768112,55,0
120,26,37,16,-70,33,58,0.7062070682702501,46,0
187,23,73,9,-76,14,64,0.7981744969118587,19,0
65,2,14,4,-71,37,55,0.7595965753277887,59,0
284,42,3,3,-67,47,91,0.5860494860155465,52,0
274,4,35,18,-60,45,58,0.3064977384914621,10,0
21,21,23,17,-98,45,80,0.06784510470117833,22,0
26,29,65,5,-78,15,68,0.2920773144672256,44,0
137,39,73,4,-78,48,92,0.7670399555739609,43,0
280,38,62,16,-98,1,70,0.7904330197613557,36,0
172,34,47,13,-58,7,83,0.3247314007864076,12,0
152,45,38,9,-68,33,68,0.06145828870124492,25,0
102,26,43,18,-81,39,64,0.47549086277770847,41,0
109,33,60,2,-44,25,72,0.5536218103650334,47,0
108,4,25,8,-64,21,54,0.9034928162025622,31,0
228,19,67,5,-97,40,98,0.9876730189598784,11,0
30,49,35,23,-51,5,75,0.1601589135608219,24,0
234,2,31,19,-97,14,84,0.3094278604614532,33,0
292,48,54,24,-85,9,52,0.47059539892005653,54,0
46,43,90,24,-58,5,57,0.15773882862579436,47,0
100,33,68,4,-56,43,76,0.951712941433326,39,0
58,49,82,9,-77,30,84,0.9444438740463196,41,0
120,42,93,24,-68,43,91,0.10410993379293387,30,0
102,3,37,12,-100,43,52,0.5936675030758483,38,0
244,34,14,24,-84,29,95,0.29754587810431743,25,0
65,9,78,15,-57,48,88,0.01730064695730127,25,0
291,30,6,20,-97,10,56,0.7716145830064951,12,0
239,47,54,15,-83,39,86,0.3086070968324438,52,0
233,34,53,12,-71,2,82,0.6762878428760848,20,0
52,35,19,8,-79,2,88,0.9817650373854266,36,0
168,33,5,4,-91,30,61,0.9581401324400827,26,0
147,35,75,8,-96,9,96,0.6359098929573065,48,0
47,23,71,12,-73,39,55,0.2693517387850297,44,0
48,11,70,9,-91,35,84,0.5264904070424564,51,0
189,13,42,1,-44,38,98,0.7876382462896114,49,0
152,17,64,5,-55,38,72,0.5002156244741776,33,0
46,18,18,11,-55,16,65,0.515320235816242,19,0
125,40,72,22,-78,14,91,0.44813967407496247,32,0
281,19,59,24,-51,10,91,0.6660192081548196,37,0
277,33,73,4,-95,42,65,0.16584970229830576,38,0
67,23,95,23,-83,13,63,0.8962978477002623,25,0
285,47,29,11,-92,1,94,0.9541759678290029,22,0
111,46,80,0,-96,37,58,0.919880637357148,58,0
138,37,20,24,-80,18,99,0.047464441488849984,21,0
255,41,56,17,-64,7,85,0.48538063244283924,19,0
27,25,55,19,-47,23,79,0.7960075018928076,53,0
56,28,38,13,-56,30,80,0.026497985446389594,59,0
44,32,65,16,-47,42,84,0.6258922095770717,29,0
228,46,51,22,-47,15,97,0.2562485911501141,35,0
36,8,7,2,-65,26,79,0.36787471151046836,50,0
215,31,36,2,-72,29,86,0.5058842500118199,33,0
30,45,10,23,-75,36,79,0.2020930874826996,26,0
247,39,8,15,-54,33,96,0.14467843552252735,51,0
55,45,45,10,-65,9,69,0.2506807527528865,19,0
264,35,72,16,-77,14,59,0.69248030068093,16,0
119,24,38,5,-87,5,61,0.7149340587255293,19,0
64,26,93,10,-53,49,62,0.11317841560437525,47,0
257,35,44,13,-44,23,57,0.6207827166232335,28,0
192,37,1,24,-89,49,67,0.563456855879183,48,0
170,6,7,24,-74,19,95,0.008029586311606218,35,0
243,1,3,8,-64,37,58,0.22457921806381886,20,0
25,36,2,4,-95,21,86,0.5566315914253704,31,0
152,38,43,8,-88,37,78,0.16969742010501931,11,0
46,18,54,23,-89,25,99,0.3003366077489945,14,0
252,27,10,3,-85,10,98,0.1326317208404324,19,0
251,40,36,12,-82,38,62,0.41992343048322167,43,0
80,44,38,22,-48,30,55,0.046805364385055226,22,0
119,4,24,18,-60,5,68,0.9716378429326362,14,0
179,6,59,2,-97,18,69,0.5913658181176664,48,0
141,2,40,19,-83,29,90,0.0009970099751243078,14,0
126,10,17,13,-74,13,80,0.7925005061025578,28,1
263,27,18,10,-69,12,81,0.877708881482825,28,0
119,27,3,15,-47,30,63,0.39750124464451,53,0
116,38,55,20,-62,45,71,0.17522511638716953,52,0
50,16,17,5,-48,4,51,0.9595735244941174,33,0
290,42,77,12,-44,31,86,0.36643611685396726,51,0
274,37,35,20,-98,31,58,0.11239668207438658,17,0
62,35,38,20,-51,1,95,0.5635468794382481,12,0
143,26,12,23,-66,33,58,0.10664145102176581,36,0
118,27,69,20,-54,7,91,0.8921299163743446,29,0
132,45,27,0,-47,32,51,0.4963569658849162,59,0
299,38,59,13,-51,20,87,0.07913732308169152,19,0
245,9,98,12,-56,46,59,0.201797553079073,48,0
53,28,27,11,-94,43,61,0.7069489677241405,29,0
281,11,85,18,-83,9,70,0.7744724969787723,17,0
19,8,97,5,-60,18,59,0.792366820963444,21,0
266,16,71,2,-70,43,50,0.3633607423373131,57,0
37,21,7,13,-63,49,84,0.4093549865964935,34,0
57,49,37,5,-100,24,81,0.29826856193091755,12,0
145,33,56,22,-51,26,51,0.5453904680834951,30,0
252,34,32,0,-74,15,78,0.454639607205124,14,0
197,40,26,19,-95,45,51,0.7139735049940796,54,0
188,5,18,19,-85,23,82,0.18143679221449904,48,0
83,41,83,14,-42,36,86,0.6771472800190924,59,0
258,25,12,18,-48,2,64,0.6258134341143112,31,1
227,31,18,16,-92,17,95,0.576171933060108,24,0
144,42,92,23,-70,47,76,0.3238610900261709,48,0
291,10,48,23,-93,37,79,0.08173722278982543,55,0
106,22,26,2,-76,29,57,0.5366010559045846,32,0
245,30,26,7,-92,29,91,0.5195822588325845,24,0
114,38,41,19,-74,21,55,0.25461460220608423,58,0
96,13,18,6,-99,1,64,0.46371155084615434,52,0
187,14,34,14,-50,18,66,0.5839977008144318,11,1
173,29,15,22,-91,46,57,0.8881631049747213,51,0
159,15,32,7,-48,21,59,0.7550613114600161,16,0
292,40,52,19,-91,46,57,0.8075094385237005,58,0
289,15,55,20,-79,4,86,0.9658295303434706,13,0
206,3,69,7,-100,16,83,0.860543771962913,14,0
110,5,53,15,-83,7,80,0.5905821476207641,38,0
70,11,49,6,-89,31,64,0.45997402415282784,19,0
57,5,38,21,-45,25,77,0.30391306581547095,25,0
100,24,55,17,-50,10,58,0.08820577228557125,46,0
214,10,36,22,-44,10,94,0.922549050438749,14,0
295,44,73,15,-72,26,86,0.544682283153891,41,0
71,17,91,18,-48,3,91,0.9832985706340706,23,0
209,30,27,16,-49,44,57,0.7816382570262174,19,0
188,46,83,2,-45,7,81,0.11260122008277484,51,0
89,19,62,3,-77,19,84,0.8171178619267906,36,0
105,33,79,4,-92,45,51,0.481328152330169,29,0
161,7,40,23,-99,40,89,0.8765135006179348,43,0
118,3,43,19,-92,25,57,0.5161462510842681,12,0
59,26,73,21,-63,40,88,0.9385662491369876,56,0
94,10,91,11,-51,6,59,0.6910861286852391,36,0
286,6,39,13,-93,29,78,0.5339794462673386,16,0
166,15,63,7,-45,3,95,0.6812407226985636,26,0
167,48,19,21,-87,26,77,0.9980967365654624,48,0
279,14,69,11,-48,16,97,0.8174006774455176,55,0
133,12,93,17,-86,47,76,0.33349736600331015,30,0
53,38,14,3,-54,34,98,0.024135621743985314,13,0
32,17,41,10,-69,4,90,0.4219763505691778,18,0
294,14,48,7,-58,41,72,0.09150106819798143,37,0
30,35,37,3,-74,22,92,0.14951475039284945,54,0
87,44,55,8,-61,28,84,0.34573094382785574,23,0
120,46,20,10,-85,11,67,0.1182466144396842,30,0
280,29,4,9,-91,22,69,0.8361724055650981,27,0
51,34,54,24,-89,10,52,0.7148004684746259,29,0
134,24,95,20,-60,36,55,0.7823738065649444,53,0
290,8,69,2,-45,15,63,0.37181189985487106,41,0
26,49,2,19,-63,40,55,0.7657260210713708,28,0
270,22,51,4,-79,16,55,0.02153200919877818,31,0
38,17,52,2,-99,35,59,0.18389743872582398,40,0
240,47,48,21,-97,41,62,0.24148102570565333,43,0
266,47,19,14,-95,21,86,0.8960972478737176,34,0
213,40,23,22,-42,40,70,0.9146867449983987,47,0
185,44,82,18,-74,40,56,0.964495265169334,29,0
299,47,13,15,-41,37,67,0.3213115988072458,17,0
29,39,10,7,-69,21,63,0.7751028176607692,32,0
126,16,44,7,-62,28,67,0.6806414252277682,32,0
149,44,31,7,-79,12,76,0.08020239906407267,37,1
185,43,85,16,-98,21,93,0.8600323186616589,35,1
170,15,44,21,-61,45,87,0.16286346606729551,53,0
116,17,44,3,-83,16,90,0.6113751113957857,23,1
274,10,26,19,-99,4,65,0.46365394611835353,57,0
119,46,75,15,-67,25,99,0.06814665850242985,37,0
17,5,73,22,-41,18,75,0.48039773476552317,54,0
175,45,53,13,-95,16,75,0.21560097120910404,58,1
266,9,18,6,-60,32,76,0.9795619809587479,30,0
22,21,55,2,-44,40,59,0.3989419346179405,25,0
151,32,96,16,-57,7,73,0.17054231688493637,18,0
287,8,4,17,-59,18,77,0.8030971250159958,37,0
298,2,73,18,-63,32,50,0.543660342575592,19,0
176,46,85,7,-44,33,93,0.9616302552602545,57,0
270,17,26,0,-85,30,76,0.4546208300854587,50,0
17,8,7,15,-60,39,92,0.900123046270914,11,0
212,9,13,21,-73,26,90,0.8161725295980795,30,0
105,27,44,12,-95,48,75,0.28092871419663423,40,0
125,40,10,5,-92,24,76,0.6905346843336632,59,0
107,32,83,22,-75,10,63,0.08770163656274399,29,0
229,3,78,24,-61,46,71,0.4488405803083788,11,0
95,11,37,4,-50,13,59,0.5778373252884975,31,0
98,4,79,11,-80,48,98,0.16235508717879288,20,0
249,43,65,17,-61,9,73,0.5025089721909222,35,0
34,5,48,21,-85,22,77,0.5282119995455694,43,0
21,7,20,15,-57,13,75,0.8770238651875559,11,0
150,2,69,21,-51,4,67,0.6201856600910217,15,0
218,18,75,8,-46,15,68,0.1397506784966972,43,0
254,15,47,3,-44,49,80,0.4664237513459134,32,0
32,30,57,5,-42,12,97,0.6403629590515167,14,0
147,39,92,2,-83,16,58,0.00015986264896328262,48,0
172,2,16,22,-97,25,96,0.4288034175378329,29,0
177,8,58,6,-68,12,78,0.15867043875012188,51,0
187,45,7,22,-75,11,75,0.09340154097806863,19,0
68,46,86,15,-48,38,58,0.9313947065478629,26,0
277,46,7,13,-68,40,71,0.6813990680627876,34,0
113,38,29,18,-71,8,78,0.3254156991052348,52,0
221,25,8,1,-51,39,96,0.0063592087376859174,24,0
210,11,97,10,-80,25,79,0.5325025048107417,49,0
269,48,46,9,-65,42,84,0.1039208962081527,33,0
65,10,13,4,-65,16,54,0.8963014207721425,19,1
39,12,55,5,-84,12,66,0.43664051086154876,37,1
202,5,78,4,-95,17,73,0.4066416166695964,27,0
222,6,63,12,-53,32,68,0.1277624596123912,47,0
290,18,84,3,-74,1,70,0.19488982343002492,56,0
55,9,9,8,-73,49,71,0.6461589645779761,51,0
101,48,78,21,-87,40,55,0.9211981262075719,41,0
156,44,43,17,-53,43,76,0.1165979469221301,45,0
173,21,82,24,-63,15,92,0.43828022071320083,13,0
288,3,61,16,-81,21,68,0.56777279838857,47,0
89,30,21,12,-93,21,91,0.19349925174713822,30,0
160,47,2,0,-77,37,67,0.6569499232243685,23,0
98,3,82,2,-85,40,56,0.26252549934579306,22,0
140,17,79,18,-69,35,67,0.08430094845243596,37,0
198,14,48,11,-61,23,94,0.3135784642099845,57,0
261,4,1,3,-44,3,90,0.8120746646818963,13,0
201,21,52,23,-71,33,92,0.4196919175468202,55,0
13,15,68,17,-71,19,50,0.20917430036597395,59,1
60,38,19,24,-64,11,65,0.4933076424706607,10,0
242,46,44,11,-99,2,90,0.5544330765211013,55,0
264,19,92,12,-60,44,95,0.8952406479217084,45,0
266,37,74,15,-61,30,67,0.13249217538303137,25,0
11,35,51,11,-83,27,97,0.7486083545472054,18,0
11,4,89,4,-69,25,64,0.6219779590389611,55,0
95,20,39,1,-63,16,67,0.4325427091250116,30,0
252,4,20,14,-53,9,71,0.22431674253036404,49,0
138,4,59,5,-86,31,99,0.222959909485146,54,0
125,32,19,21,-50,1,56,0.18746022976412358,22,1
10,23,54,14,-68,34,89,0.15967767087955353,26,0
126,8,65,17,-76,45,75,0.4639834786857603,47,0
84,22,96,12,-83,43,94,0.7065229926193726,32,0
113,31,57,17,-58,38,61,0.32598888055240016,31,1
194,5,44,15,-84,32,98,0.6679609557159701,17,0
44,37,66,22,-86,40,89,0.3140856130825219,19,0
49,24,64,24,-91,25,85,0.8529070251290121,43,0
102,22,98,3,-67,6,69,0.8420936019005599,14,0
85,44,25,10,-88,17,65,0.9184307322462705,50,0
111,3,85,21,-68,10,93,0.4541430013644384,23,0
270,37,98,16,-97,1,77,0.7776363324617869,54,0
12,1,96,19,-99,33,74,0.03481453052402306,36,0
115,36,64,12,-90,34,64,0.3327501312268498,44,0
242,1,78,24,-98,29,72,0.8767261450518428,58,0
29,49,77,16,-98,46,69,0.26069493243107955,26,0
159,30,90,21,-69,10,72,0.5579131455391584,48,0
269,10,58,9,-67,2,90,0.6380708305242974,41,0
54,29,80,1,-44,36,74,0.4982417574400003,26,0
183,17,29,7,-52,47,53,0.6896048437393754,54,0
46,30,18,10,-96,33,62,0.651688290307511,15,0
297,46,75,19,-43,34,72,0.617513068237712,14,0
145,11,52,22,-49,38,89,0.12152174397223481,42,0
42,21,40,12,-78,45,97,0.399519538698172,36,0
49,20,20,7,-98,24,93,0.33555854357770454,44,0
139,14,1,11,-82,18,88,0.41065266321286076,29,0
181,6,83,19,-61,2,84,0.028649105594154567,14,1
143,8,14,18,-100,14,94,0.6139154593785207,30,0
174,34,27,14,-69,13,84,0.1815269225500309,10,0
82,8,29,14,-99,11,87,0.6840225073073928,19,0
75,20,19,4,-75,24,66,0.8550921097838512,12,0
109,40,74,11,-67,39,65,0.5368580559015874,15,0
114,12,57,5,-41,43,62,0.17816718682941823,48,0
50,20,78,18,-63,36,85,0.6937820577748679,46,0
77,34,81,5,-77,28,50,0.17365750692161974,39,0
195,12,30,21,-65,8,58,0.8367992197033629,13,0
58,31,92,5,-52,3,68,0.11105877678925502,18,0
40,18,94,20,-97,28,54,0.3745315352661388,39,0
217,18,41,22,-58,11,51,0.41237021754543346,59,0
254,20,22,5,-86,48,93,0.9020910315580286,53,1
65,3,87,3,-51,34,63,0.4130370830315886,44,0
22,16,41,4,-57,16,86,0.3989180826563897,11,0
101,41,24,20,-80,31,93,0.2293569945426227,22,0
86,25,12,24,-85,28,75,0.8579541442397746,58,0
191,4,97,20,-60,37,72,0.019985653190829233,42,0
291,18,49,19,-93,4,94,0.22728490791751021,11,0
285,21,26,13,-49,2,78,0.6415888195024061,14,0
96,12,78,19,-68,16,79,0.9343733533710357,11,0
265,41,90,7,-65,22,76,0.7041285421367843,17,0
51,32,35,5,-64,33,54,0.2841864071019097,24,0
296,45,37,10,-68,40,80,0.040668854553927436,36,0
146,15,42,9,-100,30,77,0.47113177329101197,38,0
131,31,43,12,-85,44,94,0.8871268736711101,16,0
263,18,30,9,-92,6,87,0.12534208963660876,10,0
274,5,52,14,-80,21,75,0.03966422343004261,41,0
202,43,88,3,-90,33,73,0.27889588388169606,56,0
124,1,86,5,-58,35,62,0.31371194147178183,31,0
70,8,47,14,-63,27,99,0.05416286067566689,25,0
125,16,39,0,-70,28,50,0.7175190999218237,20,0
84,38,17,9,-97,34,87,0.9269501014037849,47,0
44,47,62,23,-98,44,64,0.13508149563316718,24,0
50,41,39,23,-55,20,86,0.4547670031038644,45,0
149,20,59,2,-48,31,99,0.37876301987011474,47,0
117,5,36,24,-61,7,53,0.5252453247487853,40,0
199,43,26,12,-58,1,84,0.342732616944854,35,0
225,24,32,19,-69,47,65,0.33393298440987684,53,0
134,49,92,5,-49,10,63,0.6673991939391355,44,0
165,26,79,14,-53,5,88,0.2672370965963826,31,0
90,44,9,19,-89,42,80,0.0008788419173441087,21,0
92,46,28,11,-52,16,79,0.30937414923731354,51,0
155,20,12,14,-64,20,52,0.5428293342131505,39,0
202,3,3,24,-50,11,69,0.2220774748580565,55,0
86,32,51,0,-70,27,67,0.2875115147260304,57,0
227,49,56,9,-73,37,55,0.8760802051815184,32,0
103,6,93,18,-88,41,77,0.5471173657850055,45,0
176,18,98,5,-47,6,96,0.8030800693205418,54,0
151,7,7,21,-92,13,95,0.19260433039038016,13,0
106,48,93,8,-67,13,55,0.9174324715115058,21,0
11,48,81,4,-84,20,82,0.02992132039921469,11,0
274,16,53,9,-92,38,51,0.39855513187478786,28,0
281,11,78,15,-80,39,63,0.6485965450360649,28,0
70,8,72,1,-71,20,53,0.5873203992226415,14,0
237,20,96,0,-83,28,61,0.5929514209884356,11,1
205,5,49,18,-58,46,77,0.20712402142106567,58,0
164,43,27,22,-64,33,69,0.46598174983687246,54,0
59,2,52,4,-53,1,97,0.8883614267069739,26,0
114,10,57,18,-41,29,65,0.3823350048483929,14,0
102,2,49,17,-67,13,70,0.7229576236924596,15,0
290,1,3,17,-49,21,94,0.5959516949370581,22,0
82,4,90,8,-62,16,91,0.2516868098908901,15,0
119,18,66,11,-67,5,56,0.5489006087541667,58,0
88,33,33,21,-76,23,89,0.8653493596977634,43,0
22,24,30,21,-98,20,67,0.49197378977574946,56,0
278,4,24,5,-48,35,91,0.31529339249204114,27,0
160,41,32,22,-81,47,91,0.3841085411829612,16,0
26,28,14,3,-62,6,55,0.33039456187027316,21,0
285,37,46,16,-69,19,91,0.5236233167629903,15,0
190,30,10,13,-42,33,72,0.5992585085624945,27,0
260,45,60,20,-45,1,86,0.2697011972542658,15,0
107,12,96,16,-94,16,86,0.19334571144526103,33,0
107,47,39,7,-83,31,60,0.37973722690714806,14,0
261,12,24,4,-95,22,94,0.1153007049476723,14,0
99,22,90,17,-88,20,85,0.31221159426566736,35,1
141,45,75,8,-53,40,60,0.2756365773512227,30,0
115,30,82,6,-51,46,76,0.20355273368521165,50,0
19,49,21,4,-90,40,62,0.5546901410022024,37,0
245,40,56,8,-89,18,53,0.7379767072059661,26,0
41,46,87,18,-70,46,79,0.11116627746495178,28,0
265,7,61,24,-54,15,65,0.4583981447283395,51,0
173,10,28,5,-72,30,52,0.7106266105425155,11,0
118,1,21,16,-80,25,96,0.9098592890145565,39,0
250,36,36,13,-42,28,50,0.7834249379995004,54,1
138,26,84,23,-75,21,65,0.9758401811545907,23,0
68,2,3,2,-48,12,98,0.43616231904747893,26,0
274,18,52,12,-98,8,61,0.505553748059497,37,0
130,17,16,15,-96,23,60,0.0003046133231838777,40,0
211,28,31,2,-47,44,52,0.281164177171229,30,0
297,6,53,8,-67,1,91,0.04650884966958113,22,0
225,37,87,18,-68,16,85,0.5697818347206111,24,0
231,8,14,5,-73,33,68,0.7526509108116091,34,0
89,26,39,8,-66,49,75,0.6157100679030088,23,0
175,39,63,11,-49,22,86,0.1798504933661984,14,0
